date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:28:26	87582/87582	---M-Z	200	added ('OK')	text/html	etag:%221561e-556b5282002de-gzip%22	https://wrappixel.com/demos/admin-templates/material-pro/material/app-contact.html	C:/My%20Web%20Sites/Totsky/wrappixel.com/demos/admin-templates/material-pro/material/app-contact.html	(from https://wrappixel.com/demos/admin-templates/material-pro/material/index.html)
09:28:27	70973/70973	---M-Z	200	added ('OK')	text/html	etag:%221153d-556b528291713-gzip%22	https://wrappixel.com/demos/admin-templates/material-pro/material/app-contact2.html	C:/My%20Web%20Sites/Totsky/wrappixel.com/demos/admin-templates/material-pro/material/app-contact2.html	(from https://wrappixel.com/demos/admin-templates/material-pro/material/index.html)
09:28:27	74716/74716	---M-Z	200	added ('OK')	text/html	etag:%22123dc-556b524b379a3-gzip%22	https://wrappixel.com/demos/admin-templates/material-pro/material/app-contact-detail.html	C:/My%20Web%20Sites/Totsky/wrappixel.com/demos/admin-templates/material-pro/material/app-contact-detail.html	(from https://wrappixel.com/demos/admin-templates/material-pro/material/index.html)
09:28:27	82781/82781	---M-Z	200	added ('OK')	text/html	etag:%221435d-55705d89cc95b-gzip%22	https://wrappixel.com/demos/admin-templates/material-pro/material/app-email.html	C:/My%20Web%20Sites/Totsky/wrappixel.com/demos/admin-templates/material-pro/material/app-email.html	(from https://wrappixel.com/demos/admin-templates/material-pro/material/index.html)
09:28:27	66793/66793	---M-Z	200	added ('OK')	text/html	etag:%22104e9-556b524c2005d-gzip%22	https://wrappixel.com/demos/admin-templates/material-pro/material/app-email-detail.html	C:/My%20Web%20Sites/Totsky/wrappixel.com/demos/admin-templates/material-pro/material/app-email-detail.html	(from https://wrappixel.com/demos/admin-templates/material-pro/material/index.html)
09:28:28	61619/61619	---M-Z	200	added ('OK')	text/html	etag:%22f0b3-556b5281a6d30-gzip%22	https://wrappixel.com/demos/admin-templates/material-pro/material/app-compose.html	C:/My%20Web%20Sites/Totsky/wrappixel.com/demos/admin-templates/material-pro/material/app-compose.html	(from https://wrappixel.com/demos/admin-templates/material-pro/material/index.html)
09:28:28	94444/94444	---M-Z	200	added ('OK')	text/html	etag:%22170ec-556b5275738d2-gzip%22	https://wrappixel.com/demos/admin-templates/material-pro/material/ui-cards.html	C:/My%20Web%20Sites/Totsky/wrappixel.com/demos/admin-templates/material-pro/material/ui-cards.html	(from https://wrappixel.com/demos/admin-templates/material-pro/material/index.html)
09:28:28	72277/72277	---M-Z	200	added ('OK')	text/html	etag:%2211a55-556b527dc27e0-gzip%22	https://wrappixel.com/demos/admin-templates/material-pro/material/ui-user-card.html	C:/My%20Web%20Sites/Totsky/wrappixel.com/demos/admin-templates/material-pro/material/ui-user-card.html	(from https://wrappixel.com/demos/admin-templates/material-pro/material/index.html)
09:28:28	143616/143616	---M-Z	200	added ('OK')	text/html	etag:%2223100-556b5274f8fe5-gzip%22	https://wrappixel.com/demos/admin-templates/material-pro/material/ui-buttons.html	C:/My%20Web%20Sites/Totsky/wrappixel.com/demos/admin-templates/material-pro/material/ui-buttons.html	(from https://wrappixel.com/demos/admin-templates/material-pro/material/index.html)
09:28:28	69460/69460	---M-Z	200	added ('OK')	text/html	etag:%2210f54-556b52780d903-gzip%22	https://wrappixel.com/demos/admin-templates/material-pro/material/ui-modals.html	C:/My%20Web%20Sites/Totsky/wrappixel.com/demos/admin-templates/material-pro/material/ui-modals.html	(from https://wrappixel.com/demos/admin-templates/material-pro/material/index.html)
09:28:29	85441/85441	---M-Z	200	added ('OK')	text/html	etag:%2214dc1-556b527bd360c-gzip%22	https://wrappixel.com/demos/admin-templates/material-pro/material/ui-tab.html	C:/My%20Web%20Sites/Totsky/wrappixel.com/demos/admin-templates/material-pro/material/ui-tab.html	(from https://wrappixel.com/demos/admin-templates/material-pro/material/index.html)
09:28:30	60273/60273	---M-Z	200	added ('OK')	text/html	etag:%22eb71-556b527ccb2de-gzip%22	https://wrappixel.com/demos/admin-templates/material-pro/material/ui-tooltip-popover.html	C:/My%20Web%20Sites/Totsky/wrappixel.com/demos/admin-templates/material-pro/material/ui-tooltip-popover.html	(from https://wrappixel.com/demos/admin-templates/material-pro/material/index.html)
09:28:30	74957/74957	---M-Z	200	added ('OK')	text/html	etag:%22124cd-556b527ce973d-gzip%22	https://wrappixel.com/demos/admin-templates/material-pro/material/ui-tooltip-stylish.html	C:/My%20Web%20Sites/Totsky/wrappixel.com/demos/admin-templates/material-pro/material/ui-tooltip-stylish.html	(from https://wrappixel.com/demos/admin-templates/material-pro/material/index.html)
09:28:30	60548/60548	---M-Z	200	added ('OK')	text/html	etag:%22ec84-556b527b08fc8-gzip%22	https://wrappixel.com/demos/admin-templates/material-pro/material/ui-sweetalert.html	C:/My%20Web%20Sites/Totsky/wrappixel.com/demos/admin-templates/material-pro/material/ui-sweetalert.html	(from https://wrappixel.com/demos/admin-templates/material-pro/material/index.html)
09:28:30	67925/67925	---M-Z	200	added ('OK')	text/html	etag:%2210955-556b5278be51e-gzip%22	https://wrappixel.com/demos/admin-templates/material-pro/material/ui-notification.html	C:/My%20Web%20Sites/Totsky/wrappixel.com/demos/admin-templates/material-pro/material/ui-notification.html	(from https://wrappixel.com/demos/admin-templates/material-pro/material/index.html)
09:28:31	78670/78670	---M-Z	200	added ('OK')	text/html	etag:%221334e-556b527974efa-gzip%22	https://wrappixel.com/demos/admin-templates/material-pro/material/ui-progressbar.html	C:/My%20Web%20Sites/Totsky/wrappixel.com/demos/admin-templates/material-pro/material/ui-progressbar.html	(from https://wrappixel.com/demos/admin-templates/material-pro/material/index.html)
09:28:31	67878/67878	---M-Z	200	added ('OK')	text/html	etag:%2210926-556b52788a130-gzip%22	https://wrappixel.com/demos/admin-templates/material-pro/material/ui-nestable.html	C:/My%20Web%20Sites/Totsky/wrappixel.com/demos/admin-templates/material-pro/material/ui-nestable.html	(from https://wrappixel.com/demos/admin-templates/material-pro/material/index.html)
09:28:31	61415/61415	---M-Z	200	added ('OK')	text/html	etag:%22efe7-556b527996a09-gzip%22	https://wrappixel.com/demos/admin-templates/material-pro/material/ui-range-slider.html	C:/My%20Web%20Sites/Totsky/wrappixel.com/demos/admin-templates/material-pro/material/ui-range-slider.html	(from https://wrappixel.com/demos/admin-templates/material-pro/material/index.html)
09:28:32	64205/64205	---M-Z	200	added ('OK')	text/html	etag:%22facd-556b527be959b-gzip%22	https://wrappixel.com/demos/admin-templates/material-pro/material/ui-timeline.html	C:/My%20Web%20Sites/Totsky/wrappixel.com/demos/admin-templates/material-pro/material/ui-timeline.html	(from https://wrappixel.com/demos/admin-templates/material-pro/material/index.html)
09:28:32	70817/70817	---M-Z	200	added ('OK')	text/html	etag:%22114a1-556b527dbdda8-gzip%22	https://wrappixel.com/demos/admin-templates/material-pro/material/ui-typography.html	C:/My%20Web%20Sites/Totsky/wrappixel.com/demos/admin-templates/material-pro/material/ui-typography.html	(from https://wrappixel.com/demos/admin-templates/material-pro/material/index.html)
09:28:32	71546/71546	---M-Z	200	added ('OK')	text/html	etag:%221177a-556b52771e8d0-gzip%22	https://wrappixel.com/demos/admin-templates/material-pro/material/ui-horizontal-timeline.html	C:/My%20Web%20Sites/Totsky/wrappixel.com/demos/admin-templates/material-pro/material/ui-horizontal-timeline.html	(from https://wrappixel.com/demos/admin-templates/material-pro/material/index.html)
09:28:33	57796/57796	---M-Z	200	added ('OK')	text/html	etag:%22e1c4-556b527afe3e9-gzip%22	https://wrappixel.com/demos/admin-templates/material-pro/material/ui-session-timeout.html	C:/My%20Web%20Sites/Totsky/wrappixel.com/demos/admin-templates/material-pro/material/ui-session-timeout.html	(from https://wrappixel.com/demos/admin-templates/material-pro/material/index.html)
